group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
Cervical Squamous Cell Carcinoma	USE_32141	9	0.5072	0.3654	1.071	ZNF608	502	chr5	125190595	125201116
Cervical Squamous Cell Carcinoma	USE_42846	10	0.5072	0.3654	0.932	MAGEA4	5	chrX	151913038	151913804
Cervical Squamous Cell Carcinoma	USE_33549	11	0.5088	0.3698	1.018	SOX4	64	chr6	21654262	21666775
Cervical Squamous Cell Carcinoma	USE_32143	12	0.5135	0.3823	1.071	ZNF608	688	chr5	125376340	125386469
Cervical Squamous Cell Carcinoma	USE_11551	13	0.5143	0.3854	0.5	GPC5	1702	chr13	90428250	90438822
Cervical Squamous Cell Carcinoma	USE_11852	14	0.516	0.3901	0.534	ATP11A	55	chr13	112708926	112758220
Cervical Squamous Cell Carcinoma	USE_11853	15	0.5174	0.3937	0.534	ATP11A	62	chr13	112725677	112726488
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_4371	1	0.3508	0.1612	1.116	OR2T2	0	chr1	248449105	248451758
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_23102	2	0.3591	0.1612	1.113	IKZF2	56	chr2	213016165	213022318
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_11124	3	0.3701	0.1619	1.052	COG6	330	chr13	40047645	40060994
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_1846	4	0.3812	0.1657	1.049	S1PR1	148	chr1	101387857	101390700
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_13327	5	0.3895	0.1701	1.015	TMEM121	1224	chr14	106752226	106753591
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_37485	6	0.3896	0.1701	1.035	TSPAN33	34	chr7	129121526	129123816
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_22909	7	0.39	0.1701	1.091	HECW2	21	chr2	196408765	196416033
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_20902	8	0.4006	0.1776	1.062	CYP1B1	115	chr2	38202880	38204082
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_21834	9	0.4008	0.1779	0.982	CHST10	9	chr2	100394416	100396001
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_1848	10	0.4027	0.1793	1.049	S1PR1	196	chr1	101434709	101438420
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_36159	11	0.4103	0.1862	1.58	EPDR1	3	chr7	37815555	37827407
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_16070	12	0.4137	0.1893	0.442	RFLNB	25	chr17	416230	418244
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_1845	13	0.4139	0.1894	1.049	S1PR1	155	chr1	101380217	101411064
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_5616	14	0.4173	0.1921	0.523	STAMBPL1	25	chr10	88900725	88902467
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_22932	15	0.4184	0.1934	1.006	PLCL1	188	chr2	197993362	198006309
Chronic Myeloid Leukemia, BCR-ABL1+	USE_29669	1	0.4591	0.1612	1.135	CWH43	262	chr4	49285323	49287694
Chronic Myeloid Leukemia, BCR-ABL1+	USE_29672	2	0.4601	0.1612	1.135	CWH43	300	chr4	49324075	49325257
Chronic Myeloid Leukemia, BCR-ABL1+	USE_20625	3	0.4633	0.1612	0.979	MFSD2B	25	chr2	24009721	24012031
Chronic Myeloid Leukemia, BCR-ABL1+	USE_39225	4	0.4832	0.1666	1.274	CALB1	115	chr8	90187252	90198236
Chronic Myeloid Leukemia, BCR-ABL1+	USE_37877	5	0.494	0.1743	1.184	KCNH2	1	chr7	150959888	150961243
Chronic Myeloid Leukemia, BCR-ABL1+	USE_27518	6	0.4976	0.1784	0.826	PROS1	455	chr3	93470097	93471060
Chronic Myeloid Leukemia, BCR-ABL1+	USE_37067	7	0.4995	0.1809	1.088	ACTL6B	8	chr7	100640389	100642557
Chronic Myeloid Leukemia, BCR-ABL1+	USE_34151	8	0.5003	0.1818	1.306	RHAG	20	chr6	49635386	49647923
Chronic Myeloid Leukemia, BCR-ABL1+	USE_3628	9	0.5076	0.1907	1.115	CR1	57	chr1	207625921	207627147
Chronic Myeloid Leukemia, BCR-ABL1+	USE_10761	10	0.5108	0.1947	0.899	ADGRD1	303	chr12	131349815	131351632
Chronic Myeloid Leukemia, BCR-ABL1+	USE_6048	11	0.5115	0.1956	0.845	PDZD8	83	chr10	117408879	117411228
Chronic Myeloid Leukemia, BCR-ABL1+	USE_19986	12	0.5117	0.1956	1.161	SIGLEC6	22	chr19	51546261	51548681
Chronic Myeloid Leukemia, BCR-ABL1+	USE_36809	13	0.5183	0.2073	1.03	SEMA3E	280	chr7	83785894	83787507
Chronic Myeloid Leukemia, BCR-ABL1+	USE_11770	14	0.521	0.2131	0.925	MYO16	137	chr13	108759501	108770261
Chronic Myeloid Leukemia, BCR-ABL1+	USE_4688	15	0.5219	0.2151	0.981	ST8SIA6	41	chr10	17423173	17429599
Clear Cell Ovarian Cancer	USE_11126	1	0.4347	0.2086	1.041	COG6	367	chr13	40087182	40094745
Clear Cell Ovarian Cancer	USE_33078	2	0.4524	0.2351	0.819	FOXQ1	83	chr6	1228104	1231163
Clear Cell Ovarian Cancer	USE_42334	3	0.4603	0.2492	0.006	MID1	61	chrX	10566354	10590528
Clear Cell Ovarian Cancer	USE_12264	4	0.4705	0.269	1.013	FBXO33	460	chr14	39873420	39877171
Clear Cell Ovarian Cancer	USE_31491	5	0.4707	0.2696	0.082	PDE4D	465	chr5	59257724	59301893
Clear Cell Ovarian Cancer	USE_36938	6	0.4783	0.2853	0.525	BET1	77	chr7	94060313	94062180
Clear Cell Ovarian Cancer	USE_40361	7	0.4827	0.2957	1.005	SLC45A4	0	chr8	141256134	141259094
Clear Cell Ovarian Cancer	USE_22461	8	0.4833	0.297	1.019	UPP2	88	chr2	158094672	158095785
Clear Cell Ovarian Cancer	USE_11125	9	0.4841	0.2985	1.041	COG6	373	chr13	40077085	40116726
Clear Cell Ovarian Cancer	USE_31707	10	0.49	0.3131	0.675	CERT1	30	chr5	75463563	75464985
Clear Cell Ovarian Cancer	USE_27709	11	0.4942	0.3234	1.04	CD200	60	chr3	112407695	112409067
Clear Cell Ovarian Cancer	USE_40762	12	0.4945	0.3237	0.085	MTAP	36	chr9	21829846	21837597
Clear Cell Ovarian Cancer	USE_22460	13	0.4969	0.3297	1.019	UPP2	90	chr2	158094611	158099830
Clear Cell Ovarian Cancer	USE_31483	14	0.4983	0.3328	0.082	RAB3C	318	chr5	59038581	59040247
Clear Cell Ovarian Cancer	USE_38088	15	0.5066	0.3533	1.01	AGPAT5	86	chr8	6648316	6649813
Clear Cell Sarcoma	USE_11122	1	0.282	0.1612	0.526	COG6	83	chr13	39804361	39809982
Clear Cell Sarcoma	USE_33262	2	0.2972	0.1612	0.958	SLC35B3	734	chr6	9155093	9160150
Clear Cell Sarcoma	USE_34154	3	0.3076	0.1612	0.942	TFAP2D	291	chr6	50451079	50453442
Clear Cell Sarcoma	USE_12216	4	0.3127	0.1612	0.999	PAX9	67	chr14	36732877	36739307
Clear Cell Sarcoma	USE_6903	5	0.3235	0.1612	1.042	API5	110	chr11	43216964	43219307
Clear Cell Sarcoma	USE_41653	6	0.3238	0.1612	1.055	SLC31A2	17	chr9	113139056	113140510
Clear Cell Sarcoma	USE_29626	7	0.327	0.1612	0.97	KCTD8	86	chr4	44392029	44404494
Clear Cell Sarcoma	USE_30941	8	0.3288	0.1612	1.04	MTRR	389	chr5	8263341	8272261
Clear Cell Sarcoma	USE_36740	9	0.332	0.1612	0.982	MAGI2	176	chr7	78557272	78560032
Clear Cell Sarcoma	USE_26925	10	0.3354	0.1612	1.004	MOBP	35	chr3	39460212	39465899
Clear Cell Sarcoma	USE_21014	11	0.337	0.1612	1.01	C1GALT1C1L	107	chr2	43566232	43570713
Clear Cell Sarcoma	USE_5173	12	0.3378	0.1612	0.969	MBL2	498	chr10	53263642	53271780
Clear Cell Sarcoma	USE_36739	13	0.3392	0.1612	0.982	MAGI2	192	chr7	78541518	78544747
Clear Cell Sarcoma	USE_38079	14	0.3404	0.1612	0.967	CSMD1	851	chr8	4811074	4822485
Clear Cell Sarcoma	USE_28332	15	0.3449	0.1612	0.968	GPR149	156	chr3	154537902	154540957
Colon Adenocarcinoma	USE_15392	1	0.4617	0.1612	1.096	CYLD	16	chr16	50754821	50755227
Colon Adenocarcinoma	USE_17405	2	0.5333	0.1612	1.228	AXIN2	87	chr17	65456395	65457834
Colon Adenocarcinoma	USE_17306	3	0.5463	0.1612	1.088	MED13	161	chr17	62164134	62166194
Colon Adenocarcinoma	USE_24422	4	0.5475	0.1612	1.221	R3HDML	12	chr20	44355358	44356930
Colon Adenocarcinoma	USE_33073	5	0.5552	0.1619	0.788	FOXQ1	258	chr6	1054430	1056206
Colon Adenocarcinoma	USE_10073	6	0.5588	0.1619	1.063	EEA1	170	chr12	93019983	93021135
Colon Adenocarcinoma	USE_28780	7	0.5597	0.1619	1.116	EPHB3	12	chr3	184558836	184560058
Colon Adenocarcinoma	USE_17403	8	0.5606	0.162	1.228	AXIN2	142	chr17	65401021	65403598
Colon Adenocarcinoma	USE_17412	9	0.5614	0.1628	1.228	AXIN2	48	chr17	65592514	65594991
Colon Adenocarcinoma	USE_10951	10	0.566	0.1666	6.703	CDX2	3	chr13	27967742	27969048
Colon Adenocarcinoma	USE_22246	11	0.5669	0.1668	1.016	MGAT5	107	chr2	134391021	134398351
Colon Adenocarcinoma	USE_10869	12	0.5686	0.1684	1.134	SGCG	461	chr13	22788432	22794868
Colon Adenocarcinoma	USE_534	13	0.5688	0.1686	1.0	C1QB	45	chr1	22701899	22703385
Colon Adenocarcinoma	USE_16174	14	0.5695	0.1697	1.004	SPNS3	15	chr17	4475930	4477272
Colon Adenocarcinoma	USE_20536	15	0.5703	0.1701	1.096	VSNL1	18	chr2	17578744	17580839
Cutaneous Melanoma	USE_31308	1	0.2943	0.1612	1.603	GHR	168	chr5	42403531	42405531
Cutaneous Melanoma	USE_25653	2	0.2949	0.1612	1.0	OR11H1	2997	chr22	12530462	12532771
Cutaneous Melanoma	USE_25651	3	0.3131	0.1612	1.0	OR11H1	3195	chr22	12331995	12334482
Cutaneous Melanoma	USE_27795	4	0.3256	0.1612	1.196	ARHGAP31	27	chr3	119329152	119330791
Cutaneous Melanoma	USE_36176	5	0.3368	0.1612	1.601	VPS41	177	chr7	39004797	39006548
Cutaneous Melanoma	USE_19518	6	0.3407	0.1612	0.621	GPR42	16	chr19	35388200	35389361
Cutaneous Melanoma	USE_29367	7	0.349	0.1612	0.914	CPEB2	92	chr4	14943155	14945357
Cutaneous Melanoma	USE_37168	8	0.3527	0.1612	1.576	LHFPL3	177	chr7	104794579	104796586
Cutaneous Melanoma	USE_20606	9	0.3559	0.1612	1.317	KLHL29	566	chr2	22979815	22981687
Cutaneous Melanoma	USE_19517	10	0.3576	0.1612	0.621	GPR42	22	chr19	35388077	35400336
Cutaneous Melanoma	USE_25073	11	0.3664	0.1612	1.098	TPTE	878	chr21	9683970	9685998
Cutaneous Melanoma	USE_26889	12	0.3667	0.1612	1.182	ITGA9	33	chr3	37603961	37605544
Cutaneous Melanoma	USE_31303	13	0.3711	0.1612	1.645	PLCXD3	73	chr5	41333880	41336072
Cutaneous Melanoma	USE_37167	14	0.3732	0.1612	1.576	LHFPL3	181	chr7	104794212	104806922
Cutaneous Melanoma	USE_36737	15	0.3784	0.1619	1.518	PHTF2	301	chr7	78178726	78180795
Dedifferentiated Liposarcoma	USE_27773	1	0.3675	0.1612	0.503	GAP43	325	chr3	115975169	116021148
Dedifferentiated Liposarcoma	USE_9921	2	0.4049	0.1779	1.034	PPP1R12A	184	chr12	80033094	80045619
Dedifferentiated Liposarcoma	USE_9937	3	0.4191	0.1906	0.964	PPFIA2	301	chr12	81800809	81820310
Dedifferentiated Liposarcoma	USE_29790	4	0.4207	0.1919	0.977	UGT2B4	9	chr4	69489339	69498364
Dedifferentiated Liposarcoma	USE_27763	5	0.43	0.2015	0.651	GAP43	428	chr3	115238745	115248868
Dedifferentiated Liposarcoma	USE_27765	6	0.4358	0.2098	0.63	GAP43	162	chr3	115500228	115519205
Dedifferentiated Liposarcoma	USE_27776	7	0.4479	0.227	0.503	LSAMP	329	chr3	116132389	116150285
Dedifferentiated Liposarcoma	USE_28076	8	0.4496	0.2302	0.677	KY	25	chr3	134650667	134652235
Dedifferentiated Liposarcoma	USE_28077	9	0.4535	0.2366	0.677	KY	78	chr3	134700020	134709317
Dedifferentiated Liposarcoma	USE_26076	10	0.4555	0.2393	1.228	ISX	226	chr22	34849567	34851231
Dedifferentiated Liposarcoma	USE_31247	11	0.4605	0.2491	1.029	GDNF	15	chr5	37810673	37811301
Dedifferentiated Liposarcoma	USE_5128	12	0.4611	0.2504	0.627	C10orf71	37	chr10	49271877	49280100
Dedifferentiated Liposarcoma	USE_6784	13	0.4665	0.2603	0.996	HIPK3	67	chr11	33370914	33376983
Dedifferentiated Liposarcoma	USE_32740	14	0.4703	0.2683	0.941	PTTG1	123	chr5	160539183	160557568
Dedifferentiated Liposarcoma	USE_9975	15	0.4777	0.284	1.015	TMTC3	69	chr12	88238178	88243261
Diffuse Large B-Cell Lymphoma, NOS	USE_25825	1	0.4037	0.1612	0.842	IGLL5	73	chr22	22810361	22826442
Diffuse Large B-Cell Lymphoma, NOS	USE_39673	2	0.4049	0.1612	1.255	SAMD12	122	chr8	118282318	118283768
Diffuse Large B-Cell Lymphoma, NOS	USE_28868	3	0.4159	0.1612	1.438	BCL6	167	chr3	187898962	187903941
Diffuse Large B-Cell Lymphoma, NOS	USE_23965	4	0.4226	0.1612	1.049	SCP2D1	257	chr20	19070208	19073319
Diffuse Large B-Cell Lymphoma, NOS	USE_39672	5	0.4312	0.1612	1.255	SAMD12	128	chr8	118269564	118285293
Diffuse Large B-Cell Lymphoma, NOS	USE_28874	6	0.4344	0.1612	1.533	BCL6	243	chr3	187975663	187979379
Diffuse Large B-Cell Lymphoma, NOS	USE_28872	7	0.4378	0.1612	1.438	BCL6	207	chr3	187935712	187946378
Diffuse Large B-Cell Lymphoma, NOS	USE_10198	8	0.4409	0.1612	0.974	ANKS1B	37	chr12	99391937	99394901
Diffuse Large B-Cell Lymphoma, NOS	USE_27200	9	0.4435	0.1612	0.96	WNT5A	246	chr3	55721480	55726870
Diffuse Large B-Cell Lymphoma, NOS	USE_40914	10	0.4461	0.1612	1.07	GRHPR	58	chr9	37370129	37371977
Diffuse Large B-Cell Lymphoma, NOS	USE_8816	11	0.4514	0.1612	1.212	ATF7IP	276	chr12	14156663	14158101
Diffuse Large B-Cell Lymphoma, NOS	USE_42360	12	0.4522	0.1612	0.696	MOSPD2	48	chrX	14945572	14948029
Diffuse Large B-Cell Lymphoma, NOS	USE_40187	13	0.4568	0.1612	0.981	TG	42	chr8	132956646	132959385
Diffuse Large B-Cell Lymphoma, NOS	USE_32283	14	0.4579	0.1612	1.059	PITX1	22	chr5	135052890	135054955
Diffuse Large B-Cell Lymphoma, NOS	USE_14154	15	0.4587	0.1612	0.92	SENP8	53	chr15	72070383	72079699
Diffuse Type Stomach Adenocarcinoma	USE_36455	1	0.3856	0.1612	0.885	NUPR2	252	chr7	56367058	56368246
Diffuse Type Stomach Adenocarcinoma	USE_23861	2	0.4055	0.1612	1.389	JAG1	55	chr20	10711044	10711321
Diffuse Type Stomach Adenocarcinoma	USE_4876	3	0.4251	0.1612	1.13	JCAD	6	chr10	30069916	30071030
Diffuse Type Stomach Adenocarcinoma	USE_20263	4	0.4316	0.1612	0.839	ID2	268	chr2	8412523	8413723
Diffuse Type Stomach Adenocarcinoma	USE_37586	5	0.4361	0.1612	1.419	AKR1B1	31	chr7	134419577	134419833
Diffuse Type Stomach Adenocarcinoma	USE_13776	6	0.4451	0.1624	0.96	BCL2L10	5	chr15	52115669	52116740
Diffuse Type Stomach Adenocarcinoma	USE_11593	7	0.4491	0.1652	1.441	ABCC4	36	chr13	95123149	95124831
Diffuse Type Stomach Adenocarcinoma	USE_16218	8	0.455	0.1684	0.798	ASGR2	6	chr17	7113504	7115667
Diffuse Type Stomach Adenocarcinoma	USE_83	9	0.4649	0.1766	1.174	PRDM16	3	chr1	3249357	3251608
Diffuse Type Stomach Adenocarcinoma	USE_16845	10	0.465	0.1766	0.987	CAVIN1	28	chr17	42441357	42442320
Diffuse Type Stomach Adenocarcinoma	USE_22375	11	0.4701	0.1819	0.874	ACVR2A	39	chr2	147926597	147927905
Diffuse Type Stomach Adenocarcinoma	USE_13587	12	0.4774	0.1904	1.016	PHGR1	4	chr15	40348681	40349374
Diffuse Type Stomach Adenocarcinoma	USE_18628	13	0.4795	0.1925	0.993	ALPK2	108	chr18	58445499	58447029
Diffuse Type Stomach Adenocarcinoma	USE_23388	14	0.4801	0.1935	0.746	C2orf72	6	chr2	231049423	231051101
Diffuse Type Stomach Adenocarcinoma	USE_37232	15	0.4848	0.1985	1.341	SLC26A3	4	chr7	107778497	107780679
Embryonal Carcinoma	USE_39006	1	0.3386	0.1612	0.959	PRDM14	9	chr8	70070494	70072592
Embryonal Carcinoma	USE_42812	2	0.3432	0.1612	0.873	ZIC3	2	chrX	137573665	137575309
Embryonal Carcinoma	USE_32492	3	0.3442	0.1612	1.054	SCGB3A2	4	chr5	147869343	147875077
Embryonal Carcinoma	USE_37092	4	0.3625	0.1612	0.974	IFT22	21	chr7	101293279	101295734
Embryonal Carcinoma	USE_30963	5	0.3853	0.1612	1.065	ATPSCKMT	134	chr5	10101696	10104195
Embryonal Carcinoma	USE_13338	6	0.3887	0.1612	1.112	GOLGA6L6	432	chr15	20102319	20105566
Embryonal Carcinoma	USE_2301	7	0.3912	0.1612	1.266	FAM72C	140	chr1	144102355	144104982
Embryonal Carcinoma	USE_1369	8	0.3973	0.1612	1.592	L1TD1	7	chr1	62194901	62198264
Embryonal Carcinoma	USE_42667	9	0.4028	0.1612	1.143	TMEM31	29	chrX	103741347	103743354
Embryonal Carcinoma	USE_13342	10	0.405	0.1612	1.112	GOLGA6L6	195	chr15	20340322	20342233
Embryonal Carcinoma	USE_16619	11	0.4056	0.1612	0.846	RHBDL3	8	chr17	32302825	32305029
Embryonal Carcinoma	USE_4126	12	0.409	0.1612	1.365	DISC1	285	chr1	232118621	232120505
Embryonal Carcinoma	USE_21666	13	0.4095	0.1612	1.054	PLGLB2	324	chr2	87428444	87430934
Embryonal Carcinoma	USE_22686	14	0.4151	0.1612	1.308	CHN1	23	chr2	174924425	174926673
Embryonal Carcinoma	USE_13822	15	0.4202	0.1612	1.093	PRTG	15	chr15	55660628	55662805
Embryonal Rhabdomyosarcoma	USE_5293	1	0.3362	0.1612	0.704	LRRTM3	104	chr10	67115625	67120666
Embryonal Rhabdomyosarcoma	USE_5287	2	0.3418	0.1612	0.704	CTNNA3	1520	chr10	65313837	65320876
Embryonal Rhabdomyosarcoma	USE_5288	3	0.3772	0.1612	0.704	CTNNA3	1496	chr10	65340403	65343492
Embryonal Rhabdomyosarcoma	USE_42389	4	0.3886	0.1612	0.594	MAP3K15	14	chrX	19451938	19452496
Embryonal Rhabdomyosarcoma	USE_5289	5	0.3916	0.1612	0.704	CTNNA3	1489	chr10	65340625	65355949
Embryonal Rhabdomyosarcoma	USE_5286	6	0.408	0.1612	0.704	CTNNA3	1609	chr10	65221282	65235489
Embryonal Rhabdomyosarcoma	USE_5292	7	0.416	0.1612	0.704	CTNNA3	15	chr10	66799390	66844788
Embryonal Rhabdomyosarcoma	USE_7407	8	0.4219	0.1612	0.846	FADD	8	chr11	70196172	70196515
Embryonal Rhabdomyosarcoma	USE_14854	9	0.4446	0.1619	0.982	RBFOX1	609	chr16	7082671	7089823
Embryonal Rhabdomyosarcoma	USE_12540	10	0.4455	0.1619	1.011	TMEM30B	81	chr14	61194042	61202891
Embryonal Rhabdomyosarcoma	USE_19442	11	0.4481	0.1623	1.261	TSHZ3	5	chr19	31253687	31256058
Embryonal Rhabdomyosarcoma	USE_17037	12	0.4504	0.1634	0.992	NGFR	66	chr17	49438119	49439843
Embryonal Rhabdomyosarcoma	USE_11336	13	0.452	0.1652	0.559	PCDH8	81	chr13	52924613	52930657
Embryonal Rhabdomyosarcoma	USE_42434	14	0.4559	0.1671	0.583	FTHL17	52	chrX	31007859	31030400
Embryonal Rhabdomyosarcoma	USE_18017	15	0.4596	0.1697	1.127	AKAIN1	27	chr18	5141978	5143593
Endometrial Carcinoma	USE_6765	1	0.3218	0.1612	0.809	EIF3M	67	chr11	32526346	32528110
Endometrial Carcinoma	USE_33677	2	0.3715	0.1612	0.242	OR2B6	48	chr6	28001106	28012315
Endometrial Carcinoma	USE_35197	3	0.4085	0.1794	0.544	CNKSR3	100	chr6	154543297	154555115
Endometrial Carcinoma	USE_33588	4	0.415	0.1861	0.199	KAAG1	22	chr6	24376409	24383254
Endometrial Carcinoma	USE_33586	5	0.4161	0.1874	0.265	KAAG1	33	chr6	24323127	24325068
Endometrial Carcinoma	USE_33585	6	0.4368	0.211	0.265	KAAG1	35	chr6	24301635	24343046
Endometrial Carcinoma	USE_33554	7	0.4534	0.237	0.216	SOX4	208	chr6	21801308	21808006
Endometrial Carcinoma	USE_15564	8	0.4557	0.241	1.06	RRAD	4	chr16	66918365	66919991
Endometrial Carcinoma	USE_7072	9	0.459	0.2469	0.806	OR10V1	19	chr11	59732220	59733703
Endometrial Carcinoma	USE_34991	10	0.466	0.2605	0.496	CITED2	775	chr6	140148027	140150058
Endometrial Carcinoma	USE_33625	11	0.4727	0.2755	0.27	SLC17A2	16	chr6	25899419	25911021
Endometrial Carcinoma	USE_33559	12	0.4757	0.282	0.216	SOX4	283	chr6	21871678	21887943
Endometrial Carcinoma	USE_33623	13	0.4777	0.286	0.273	SCGN	37	chr6	25635511	25643165
Endometrial Carcinoma	USE_30608	14	0.4806	0.2928	0.293	CLCN3	31	chr4	169632385	169640501
Endometrial Carcinoma	USE_33584	15	0.4824	0.2969	0.265	DCDC2	7	chr6	24261390	24283733
Endometrioid Ovarian Cancer	USE_7072	1	0.4581	0.1724	1.089	OR10V1	19	chr11	59732220	59733703
Endometrioid Ovarian Cancer	USE_39128	2	0.5065	0.2393	1.003	TPD52	158	chr8	80290295	80292324
Endometrioid Ovarian Cancer	USE_9277	3	0.5199	0.273	1.053	SLC38A1	124	chr12	46100966	46102546
Endometrioid Ovarian Cancer	USE_41240	4	0.5278	0.2958	1.009	DAPK1	194	chr9	87407482	87408767
Endometrioid Ovarian Cancer	USE_10520	5	0.5294	0.3003	1.001	NOS1	25	chr12	117349676	117361073
Endometrioid Ovarian Cancer	USE_28483	6	0.5319	0.3087	0.933	MECOM	11	chr3	169379419	169390405
Endometrioid Ovarian Cancer	USE_13867	7	0.5336	0.314	1.034	ALDH1A2	72	chr15	58297230	58298268
Endometrioid Ovarian Cancer	USE_28484	8	0.535	0.3181	0.933	MECOM	16	chr3	169389481	169391631
Endometrioid Ovarian Cancer	USE_10281	9	0.5392	0.3316	1.046	C12orf75	171	chr12	105479796	105493793
Endometrioid Ovarian Cancer	USE_30538	10	0.5431	0.3444	0.966	RXFP1	39	chr4	158512799	158535351
Endometrioid Ovarian Cancer	USE_35889	11	0.5445	0.3494	0.992	NUP42	17	chr7	23205855	23212790
Endometrioid Ovarian Cancer	USE_26503	12	0.5446	0.3498	0.936	EDEM1	122	chr3	5321813	5330414
Endometrioid Ovarian Cancer	USE_38985	13	0.5447	0.3503	0.996	CPA6	240	chr8	67823509	67826255
Endometrioid Ovarian Cancer	USE_35436	14	0.5484	0.3654	0.738	DACT2	20	chr6	168325836	168327058
Endometrioid Ovarian Cancer	USE_13808	15	0.5502	0.3724	0.981	WDR72	199	chr15	53830528	53845266
Esophageal Squamous Cell Carcinoma	USE_35508	1	0.4698	0.1612	1.367	FOXL3	99	chr7	390918	392116
Esophageal Squamous Cell Carcinoma	USE_1266	2	0.4763	0.1612	1.101	FAM151A	0	chr1	54614841	54616164
Esophageal Squamous Cell Carcinoma	USE_16464	3	0.4967	0.1632	1.099	SLC47A2	8	chr17	19706340	19708249
Esophageal Squamous Cell Carcinoma	USE_35507	4	0.497	0.1632	1.367	FOXL3	77	chr7	368540	370362
Esophageal Squamous Cell Carcinoma	USE_94	5	0.5017	0.1666	0.896	TP73	22	chr1	3716176	3717958
Esophageal Squamous Cell Carcinoma	USE_22311	6	0.5181	0.1827	0.526	KYNU	835	chr2	142130517	142131452
Esophageal Squamous Cell Carcinoma	USE_10520	7	0.5233	0.1897	1.012	NOS1	25	chr12	117349676	117361073
Esophageal Squamous Cell Carcinoma	USE_4841	8	0.5301	0.1986	1.779	BAMBI	291	chr10	28970604	28972086
Esophageal Squamous Cell Carcinoma	USE_22310	9	0.5329	0.2051	0.526	KYNU	844	chr2	142113301	142132159
Esophageal Squamous Cell Carcinoma	USE_41444	10	0.5365	0.2128	1.172	TRMO	25	chr9	97887215	97888858
Esophageal Squamous Cell Carcinoma	USE_3404	11	0.5429	0.2282	1.041	PKP1	24	chr1	201282872	201284654
Esophageal Squamous Cell Carcinoma	USE_40024	12	0.5469	0.2392	1.516	MYC	51	chr8	127686873	127688407
Esophageal Squamous Cell Carcinoma	USE_9440	13	0.5489	0.2459	1.003	KRT74	10	chr12	52579019	52581548
Esophageal Squamous Cell Carcinoma	USE_27372	14	0.5495	0.2477	0.917	FRMD4B	186	chr3	69541712	69542967
Esophageal Squamous Cell Carcinoma	USE_35475	15	0.5509	0.2527	0.793	DLL1	161	chr6	170132371	170133581
Ewing Sarcoma	USE_13093	1	0.2882	0.1612	1.092	VRK1	339	chr14	97214488	97217158
Ewing Sarcoma	USE_13092	2	0.3079	0.1612	1.092	VRK1	337	chr14	97207798	97219120
Ewing Sarcoma	USE_18121	3	0.345	0.1612	1.026	APCDD1	9	chr18	10461410	10463507
Ewing Sarcoma	USE_3242	4	0.3471	0.1612	1.331	HMCN1	246	chr1	185715201	185717497
Ewing Sarcoma	USE_38410	5	0.3481	0.1612	1.332	STMN4	33	chr8	27212847	27214828
Ewing Sarcoma	USE_26516	6	0.3526	0.1612	0.854	LMCD1	226	chr3	8310771	8312631
Ewing Sarcoma	USE_7662	7	0.357	0.1612	1.125	CCDC90B	461	chr11	83733572	83734932
Ewing Sarcoma	USE_42547	8	0.3622	0.1612	0.993	XAGE1B	1	chrX	52514225	52522401
Ewing Sarcoma	USE_40679	9	0.3699	0.1612	1.023	CER1	1	chr9	14718599	14720514
Ewing Sarcoma	USE_36057	10	0.3711	0.1612	1.125	NEUROD6	4	chr7	31342645	31344861
Ewing Sarcoma	USE_41696	11	0.3729	0.1612	1.058	TNC	345	chr9	115412769	115415692
Ewing Sarcoma	USE_5901	12	0.3751	0.1612	0.985	XPNPEP1	702	chr10	109190197	109193041
Ewing Sarcoma	USE_41707	13	0.3753	0.1612	1.075	PAPPA	413	chr9	115863124	115865916
Ewing Sarcoma	USE_15163	14	0.3756	0.1612	0.957	HS3ST4	114	chr16	25799254	25801235
Ewing Sarcoma	USE_13087	15	0.3782	0.1612	1.092	VRK1	190	chr14	97065147	97067270
Fibrosarcoma	USE_8430	1	0.4469	0.2226	1.028	NTM	57	chr11	131910402	131912283
Fibrosarcoma	USE_16780	2	0.471	0.2688	1.027	IGFBP4	3	chr17	40453569	40454859
Fibrosarcoma	USE_19965	3	0.4865	0.3045	0.908	SHANK1	13	chr19	50702261	50703945
Fibrosarcoma	USE_37557	4	0.4883	0.3092	1.007	PLXNA4	90	chr7	132291832	132299251
Fibrosarcoma	USE_12754	5	0.4961	0.3294	1.002	DPF3	192	chr14	72558331	72559915
